document_id,category
Document_36868,41
Document_67647,28
Document_137324,31
Document_91579,14
Document_123326,9
Document_9103,3
Document_144200,42
Document_52210,34
Document_12946,5
Document_61672,6
Document_12378,5
Document_109603,34
Document_91375,34
Document_126712,13
Document_33221,38
Document_15433,6
Document_66413,28
Document_26003,3
Document_45050,41
Document_136914,31
Document_32284,20
Document_22917,18
Document_2668,0
Document_53529,17
Document_40302,17
Document_147814,19
Document_117416,16
Document_116669,16
Document_121178,12
Document_130470,40
Document_17396,7
Document_87435,25
Document_14492,6
Document_99663,1
Document_90225,21
Document_27359,18
Document_131842,15
Document_148565,2
Document_57183,35
Document_22479,17
Document_110666,15
Document_7785,3
Document_46620,20
Document_69287,27
Document_13081,5
Document_22170,18
Document_25657,2
Document_57176,21
Document_145185,42
Document_113510,15
Document_103867,22
Document_6782,0
Document_38385,41
Document_62846,28
Document_101924,9
Document_34452,38
Document_65287,21
Document_8858,3
Document_2000,17
Document_22794,19
Document_16094,7
Document_119784,10
Document_78509,31
Document_139690,0
Document_71712,14
Document_117531,15
Document_33076,38
Document_4683,0
Document_73092,25
Document_114904,13
Document_107536,17
Document_55371,21
Document_138588,36
Document_44349,40
Document_50661,23
Document_125106,15
Document_26360,5
Document_127193,19
Document_138537,36
Document_114734,31
Document_105099,11
Document_51979,33
Document_53799,25
Document_130965,5
Document_81000,18
Document_111804,41
Document_104681,14
Document_82327,29
Document_117987,3
Document_132076,6
Document_41892,39
Document_115987,13
Document_139331,5
Document_23580,18
Document_96995,10
Document_42877,39
Document_16903,7
Document_89219,35
Document_51136,23
Document_84078,33
Document_132237,4
Document_91710,14
Document_50326,23
Document_20459,17
Document_1563,41
Document_47415,20
Document_49652,22
Document_24372,32
Document_55254,24
Document_74361,30
Document_133477,32
Document_145243,42
Document_111021,2
Document_60924,22
Document_46268,20
Document_119066,15
Document_14307,2
Document_26833,39
Document_99044,41
Document_43246,39
Document_102526,20
Document_5423,0
Document_30224,26
Document_13993,6
Document_125986,15
Document_34942,18
Document_79632,0
Document_107854,17
Document_62534,28
Document_30425,5
Document_27935,29
Document_124607,13
Document_146238,36
Document_14996,3
Document_25203,39
Document_66039,28
Document_32034,37
Document_41729,39
Document_47175,20
Document_66185,28
Document_64599,28
Document_28918,27
Document_61622,32
Document_133633,14
Document_141718,8
Document_74019,30
Document_19227,41
Document_10363,2
Document_46379,20
Document_145535,36
Document_129111,13
Document_142667,13
Document_92227,8
Document_47764,20
Document_123444,14
Document_96094,25
Document_75408,30
Document_59816,17
Document_97793,10
Document_57802,25
Document_21140,20
Document_146382,36
Document_115184,12
Document_21015,17
Document_60994,18
Document_121175,12
Document_27792,22
Document_22424,41
Document_33533,38
Document_20006,17
Document_135033,40
Document_594,19
Document_64412,28
Document_125302,16
Document_95032,8
Document_28806,32
Document_118868,15
Document_55689,24
Document_5304,0
Document_120156,29
Document_53101,33
Document_125641,16
Document_112268,11
Document_9761,4
Document_49515,25
Document_20599,17
Document_141162,41
Document_147882,36
Document_9931,2
Document_84625,34
Document_10183,18
Document_127805,19
Document_55982,24
Document_99511,41
Document_11545,4
Document_22826,18
Document_68905,27
Document_5697,19
Document_7744,3
Document_21524,17
Document_118386,15
Document_92729,8
Document_53109,33
Document_97131,10
Document_137744,9
Document_98905,9
Document_131990,30
Document_332,19
Document_22829,18
Document_37655,19
Document_22639,18
Document_143351,42
Document_69906,34
Document_105819,15
Document_35253,18
Document_44423,40
Document_79477,32
Document_54690,21
Document_32279,19
Document_111434,15
Document_85654,19
Document_119079,15
Document_93726,8
Document_37030,11
Document_1274,18
Document_16595,7
Document_123952,11
Document_5613,17
Document_91429,35
Document_83271,32
Document_42733,2
Document_47068,20
Document_130735,25
Document_73107,24
Document_114311,15
Document_20829,17
Document_35950,19
Document_32721,38
Document_108070,22
Document_125323,16
Document_62346,26
Document_9673,4
Document_44257,39
Document_28880,9
Document_127296,0
Document_16334,7
Document_34362,38
Document_57077,25
Document_24316,20
Document_104491,11
Document_89254,21
Document_7746,3
Document_5797,17
Document_26513,3
Document_104196,20
Document_106063,1
Document_73343,32
Document_116597,8
Document_120351,38
Document_62190,28
Document_139161,36
Document_134081,0
Document_85362,30
Document_68208,27
Document_2509,0
Document_52154,21
Document_113217,16
Document_7894,3
Document_120319,30
Document_44245,3
Document_146543,3
Document_106185,6
Document_21586,17
Document_144608,26
Document_23876,18
Document_125711,16
Document_14467,7
Document_31573,20
Document_138227,36
Document_94056,8
Document_23457,19
Document_59839,26
Document_57238,35
Document_20732,41
Document_136354,40
Document_104057,20
Document_29558,37
Document_33875,38
Document_32079,19
Document_33493,18
Document_100749,18
Document_76880,33
Document_45170,18
Document_108211,29
Document_27915,20
Document_22846,18
Document_21339,17
Document_142989,13
Document_45999,8
Document_94358,13
Document_55914,24
Document_97258,10
Document_24658,20
Document_134432,4
Document_60033,20
Document_138229,36
Document_86098,17
Document_19935,17
Document_97872,10
Document_83542,33
Document_97664,10
Document_89903,33
Document_15402,6
Document_11065,4
Document_112675,15
Document_123160,8
Document_122248,12
Document_40229,0
Document_114680,38
Document_97223,10
Document_145205,10
Document_113449,10
Document_279,18
Document_11520,4
Document_38687,20
Document_98547,9
Document_40787,41
Document_135165,9
Document_5889,1
Document_40472,42
Document_70505,16
Document_74777,34
Document_137061,32
Document_40329,29
Document_24427,25
Document_73,18
Document_136172,31
Document_46554,20
Document_96034,25
Document_56927,21
Document_19316,17
Document_34687,19
Document_19793,17
Document_108641,23
Document_122187,41
Document_136569,40
Document_69187,27
Document_28444,37
Document_49120,19
Document_100975,11
Document_55460,24
Document_76477,22
Document_80951,32
Document_12727,41
Document_16850,7
Document_19193,7
Document_33563,38
Document_36070,41
Document_22703,19
Document_86504,20
Document_107702,17
Document_117270,16
Document_120530,14
Document_47773,19
Document_14495,2
Document_139554,36
Document_15388,6
Document_82958,5
Document_2973,17
Document_98655,9
Document_70126,27
Document_112002,10
Document_129846,4
Document_10139,3
Document_107668,8
Document_58093,25
Document_128911,3
Document_51833,33
Document_54797,24
Document_135289,31
Document_98781,9
Document_9036,3
Document_85547,21
Document_49651,22
Document_121899,12
Document_18723,7
Document_39815,17
Document_7405,3
Document_47434,33
Document_2902,0
Document_99665,16
Document_28248,41
Document_130129,4
Document_111661,10
Document_117908,8
Document_85361,34
Document_1594,20
Document_10734,5
Document_100174,10
Document_108102,5
Document_76878,33
Document_143331,36
Document_67235,26
Document_31664,41
Document_86520,20
Document_18172,7
Document_140876,41
Document_121325,15
Document_113842,4
Document_23923,19
Document_5388,0
Document_45506,17
Document_38856,4
Document_8173,3
Document_142830,10
Document_76080,29
Document_115379,8
Document_104243,20
Document_40039,22
Document_135167,23
Document_126443,41
Document_51853,33
Document_1725,18
Document_28902,3
Document_132244,8
Document_27631,2
Document_89355,33
Document_94471,8
Document_147551,5
Document_42765,41
Document_14033,6
Document_122900,16
Document_51244,23
Document_39848,20
Document_65084,28
Document_116758,16
Document_80381,32
Document_117259,16
Document_67321,21
Document_43675,0
Document_3986,0
Document_105964,19
Document_54326,24
Document_59700,41
Document_25328,39
Document_49885,35
Document_13497,5
Document_22540,18
Document_103763,39
Document_49715,22
Document_119474,15
Document_34128,38
Document_5637,17
Document_127698,38
Document_112135,11
Document_93776,8
Document_40294,3
Document_70876,5
Document_7229,3
Document_79902,23
Document_75300,30
Document_126154,14
Document_83252,32
Document_18382,7
Document_89109,19
Document_14741,6
Document_128545,18
Document_34673,19
Document_55366,24
Document_106341,19
Document_32349,38
Document_147772,12
Document_100861,9
Document_35611,2
Document_23005,19
Document_69945,27
Document_18736,7
Document_3012,0
Document_9159,3
Document_42447,41
Document_121857,0
Document_142831,13
Document_53489,25
Document_89968,35
Document_100419,40
Document_5184,0
Document_128531,19
Document_43331,2
Document_29890,37
Document_25249,3
Document_48045,26
Document_55846,28
Document_52266,20
Document_100669,12
Document_103242,30
Document_31842,37
Document_103995,22
Document_74875,30
Document_52913,21
Document_99380,9
Document_70306,18
Document_148520,5
Document_128287,15
Document_12261,3
Document_78717,32
Document_51881,21
Document_46432,20
Document_102156,11
Document_24490,20
Document_115591,12
Document_49361,28
Document_52592,20
Document_125181,16
Document_114407,16
Document_146732,42
Document_108545,23
Document_69576,21
Document_12207,5
Document_141682,41
Document_28360,32
Document_12623,5
Document_135228,31
Document_58474,25
Document_60649,29
Document_66029,28
Document_45308,19
Document_111593,2
Document_84453,33
Document_146326,42
Document_69185,27
Document_52254,33
Document_53916,24
Document_1850,0
Document_82755,0
Document_133327,5
Document_11169,4
Document_41214,41
Document_101782,0
Document_122565,11
Document_57945,25
Document_121678,12
Document_52198,41
Document_84495,33
Document_126376,5
Document_136571,40
Document_106228,18
Document_111950,41
Document_62746,28
Document_87206,35
Document_53707,24
Document_95850,19
Document_120172,22
Document_9437,2
Document_124718,8
Document_9567,41
Document_122967,14
Document_120123,29
Document_8659,3
Document_79079,32
Document_82964,3
Document_147714,36
Document_24673,20
Document_17940,7
Document_104036,23
Document_42477,2
Document_146463,36
Document_3704,0
Document_49595,22
Document_64605,8
Document_101813,0
Document_14782,6
Document_48508,20
Document_27369,39
Document_144259,42
Document_13408,36
Document_73144,25
Document_88107,35
Document_72344,25
Document_100182,14
Document_85911,34
Document_107589,26
Document_90630,25
Document_96374,21
Document_116012,10
Document_9010,3
Document_69705,30
Document_51691,20
Document_132975,4
Document_113737,11
Document_35340,18
Document_49610,22
Document_67862,27
Document_115234,12
Document_8955,3
Document_78902,32
Document_27275,39
Document_9545,5
Document_114946,13
Document_39727,5
Document_32126,19
Document_117046,16
Document_36941,5
Document_146537,42
Document_116615,16
Document_51975,21
Document_137192,37
Document_147350,23
Document_129403,17
Document_51107,30
Document_72907,22
Document_56799,22
Document_46344,20
Document_89734,35
Document_4980,0
Document_133166,36
Document_87209,35
Document_30290,37
Document_129570,14
Document_69763,27
Document_30319,37
Document_74343,30
Document_68800,25
Document_11970,19
Document_98810,9
Document_20781,19
Document_9785,2
Document_117023,0
Document_110032,1
Document_15155,6
Document_59849,26
Document_135115,40
Document_111239,10
Document_135058,31
Document_60115,26
Document_30915,2
Document_62793,28
Document_127700,38
Document_87243,35
Document_8819,3
Document_82812,36
Document_133369,5
Document_31497,39
Document_127356,0
Document_67060,28
Document_36687,41
Document_4529,17
Document_23687,18
Document_132020,3
Document_8814,3
Document_10134,18
Document_71388,8
Document_111783,11
Document_63850,27
Document_78373,31
Document_118396,11
Document_126535,5
Document_97030,10
Document_119172,8
Document_51885,20
Document_134775,32
Document_11008,4
Document_13558,6
Document_117330,16
Document_74240,30
Document_113264,9
Document_30208,41
Document_43226,39
Document_137321,36
Document_63957,28
Document_106590,18
Document_140984,11
Document_54526,41
Document_116085,10
Document_41900,39
Document_95292,41
Document_27073,39
Document_46414,5
Document_44459,40
Document_68990,26
Document_66759,28
Document_116938,16
Document_8855,3
Document_82253,32
Document_68695,27
Document_34489,38
Document_118779,13
Document_21750,17
Document_132501,7
Document_25275,5
Document_77740,31
Document_81546,32
Document_138644,36
Document_128101,0
Document_98890,9
Document_27533,22
Document_111146,15
Document_141090,12
Document_36194,39
Document_45427,20
Document_120557,14
Document_97953,10
Document_61986,6
Document_34852,18
Document_105718,41
Document_127603,0
Document_52607,34
Document_50950,23
Document_63102,14
Document_101781,0
Document_141602,12
Document_50702,23
Document_75651,30
Document_49854,23
Document_134485,5
Document_28935,10
Document_83287,20
Document_68394,27
Document_34992,12
Document_146274,42
Document_68749,27
Document_78233,41
Document_119974,17
Document_89717,25
Document_133546,5
Document_98319,9
Document_1308,18
Document_87816,35
Document_88911,35
Document_106397,41
Document_38632,4
Document_44838,0
Document_27727,41
Document_92975,41
Document_3792,0
Document_117780,16
Document_115050,10
Document_84918,34
Document_75643,30
Document_28388,5
Document_28626,5
Document_144125,36
Document_132486,1
Document_58198,25
Document_3361,0
Document_129811,26
Document_38673,4
Document_44265,40
Document_88810,35
Document_42023,2
Document_63697,28
Document_13295,5
Document_137007,40
Document_77837,31
Document_116017,8
Document_30977,37
Document_23477,0
Document_69531,21
Document_127847,19
Document_81088,32
Document_106009,17
Document_135387,40
Document_25906,3
Document_27487,31
Document_63090,28
Document_122104,12
Document_135677,18
Document_23015,19
Document_25842,7
Document_47596,20
Document_137185,32
Document_45246,12
Document_107842,17
Document_54916,21
Document_142566,13
Document_78716,32
Document_5283,0
Document_28868,41
Document_51572,34
Document_16496,2
Document_131181,5
Document_63332,28
Document_19478,17
Document_33526,38
Document_3444,0
Document_110603,15
Document_62563,27
Document_146446,36
Document_58507,25
Document_10921,4
Document_93672,8
Document_51234,23
Document_108620,30
Document_1976,0
Document_133394,26
Document_89553,21
Document_137077,31
Document_137621,0
Document_109744,42
Document_63413,25
Document_93324,8
Document_72950,25
Document_125830,16
Document_108986,17
Document_130606,26
Document_69990,34
Document_146445,42
Document_35176,33
Document_127824,22
Document_102247,11
Document_38604,19
Document_16182,7
Document_87197,35
Document_123584,9
Document_105092,41
Document_80561,32
Document_144173,42
Document_12406,5
Document_45749,41
Document_18872,7
Document_24894,20
Document_112589,15
Document_83399,33
Document_49278,21
Document_71446,14
Document_71163,12
Document_136406,40
Document_134138,40
Document_32794,38
Document_144509,42
Document_58931,25
Document_56031,29
Document_116836,16
Document_53638,24
Document_14212,6
Document_100501,40
Document_45963,41
Document_135348,32
Document_12190,19
Document_126741,2
Document_29090,37
Document_108729,42
Document_79931,17
Document_98258,41
Document_23217,38
Document_68461,27
Document_1163,2
Document_54751,24
Document_61952,25
Document_117916,11
Document_78294,31
Document_118063,31
Document_62573,28
Document_113889,15
Document_29994,12
Document_33433,38
Document_95116,13
Document_103962,26
Document_11563,4
Document_5494,0
Document_11763,5
Document_26903,39
Document_23019,18
Document_4377,0
Document_34769,41
Document_144956,42
Document_122383,15
Document_105320,12
Document_19299,17
Document_131,20
Document_100688,12
Document_59167,25
Document_19771,17
Document_130239,4
Document_30437,17
Document_7996,3
Document_26019,22
Document_54868,26
Document_20253,17
Document_24569,20
Document_27934,31
Document_40585,13
Document_34855,18
Document_80007,19
Document_147791,5
Document_117726,16
Document_81535,32
Document_68957,27
Document_114062,15
Document_97118,10
Document_24916,20
Document_63568,26
Document_2653,0
Document_120816,8
Document_55472,24
Document_141576,9
Document_11383,4
Document_16452,7
Document_45094,41
Document_91841,41
Document_117694,16
Document_62803,27
Document_72189,14
Document_88603,25
Document_28313,20
Document_13407,5
Document_7080,3
Document_36927,11
Document_81645,17
Document_60444,26
Document_122138,18
Document_75737,29
Document_72691,25
Document_79576,12
Document_36309,0
Document_78680,32
Document_104095,17
Document_16195,7
Document_28374,41
Document_62057,19
Document_32968,38
Document_108713,17
Document_17086,7
Document_27406,37
Document_133267,5
Document_52372,21
Document_35945,19
Document_39577,19
Document_63160,28
Document_22297,41
Document_103419,23
Document_86154,34
Document_113579,13
Document_132126,3
Document_748,20
Document_17135,7
Document_37741,20
Document_39268,18
Document_146896,42
Document_111988,31
Document_15448,7
Document_132094,3
Document_128877,5
Document_40355,3
Document_39312,32
Document_70497,41
Document_145702,42
Document_88128,35
Document_101122,16
Document_6546,0
Document_31715,28
Document_131884,29
Document_109393,39
Document_26392,2
Document_68781,27
Document_24709,20
Document_62959,35
Document_90489,35
Document_111447,9
Document_120959,2
Document_43952,2
Document_74336,30
Document_71516,14
Document_28020,20
Document_134647,31
Document_7070,3
Document_104988,15
Document_67018,28
Document_66415,28
Document_123005,19
Document_94629,13
Document_137713,9
Document_71237,12
Document_50851,23
Document_21121,19
Document_94378,8
Document_128450,0
Document_15286,6
Document_118367,16
Document_102170,0
Document_122347,38
Document_59371,26
Document_81623,5
Document_63427,28
Document_927,18
Document_62886,28
Document_148448,5
Document_111962,15
Document_121506,12
Document_52947,21
Document_23543,18
Document_134133,0
Document_20854,17
Document_32617,38
Document_3503,0
Document_29099,37
Document_80963,15
Document_105115,15
Document_119422,15
Document_128399,41
Document_145431,3
Document_74007,30
Document_48108,21
Document_135143,32
Document_114662,32
Document_145759,2
Document_55644,25
Document_129751,31
Document_116143,41
Document_106855,41
Document_68479,27
Document_27807,22
Document_68827,27
Document_11876,5
Document_18244,7
Document_92756,8
Document_141972,13
Document_72398,25
Document_133482,4
Document_51167,34
Document_148292,42
Document_118489,13
Document_68991,34
Document_9899,2
Document_145369,0
Document_116964,11
Document_66104,28
Document_112922,12
Document_47388,20
Document_102460,11
Document_8632,3
Document_67356,28
Document_24218,20
Document_12861,41
Document_40476,1
Document_51522,23
Document_107180,18
Document_47901,21
Document_67385,28
Document_99253,41
Document_77207,19
Document_79986,12
Document_56673,25
Document_27814,41
Document_88178,35
Document_58269,25
Document_82698,41
Document_57911,25
Document_12612,5
Document_107693,39
Document_74632,30
Document_80496,32
Document_4291,0
Document_63841,21
Document_133022,42
Document_109998,11
Document_124919,40
Document_122155,12
Document_84027,33
Document_41220,31
Document_45077,40
Document_144185,42
Document_114024,11
Document_3734,0
Document_17736,7
Document_46029,17
Document_101417,12
Document_54721,25
Document_93098,8
Document_54127,24
Document_97719,10
Document_143607,4
Document_63507,28
Document_26150,31
Document_118495,13
Document_129800,31
Document_66893,28
Document_24211,19
Document_35917,2
Document_147318,32
Document_58440,17
Document_2567,0
Document_134834,32
Document_7361,3
Document_37401,18
Document_118316,16
Document_70295,19
Document_78292,31
Document_134242,0
Document_63318,28
Document_10090,3
Document_39534,41
Document_78247,22
Document_93519,8
Document_27474,10
Document_62062,40
Document_37992,5
Document_11261,4
Document_94734,8
Document_19076,7
Document_72493,20
Document_58279,33
Document_68410,27
Document_41500,0
Document_130427,40
Document_139844,37
Document_82149,26
Document_38025,41
Document_43479,0
Document_34326,18
Document_108698,19
Document_56340,25
Document_38960,19
Document_132133,7
Document_17114,2
Document_35995,20
Document_4892,1
Document_119915,29
Document_144487,42
Document_710,41
Document_109195,10
Document_62030,2
Document_125178,16
Document_129395,14
Document_128919,17
Document_38923,17
Document_47127,20
Document_63255,20
Document_80010,19
Document_101160,11
Document_121622,12
Document_90524,35
Document_115489,0
Document_92312,8
Document_46615,32
Document_126790,22
Document_119213,10
Document_88084,21
Document_122882,14
Document_101393,41
Document_99983,11
Document_18523,7
Document_21261,17
Document_375,18
Document_115333,12
Document_81280,32
Document_102161,0
Document_6243,1
Document_32700,38
Document_74017,23
Document_135775,19
Document_80679,20
Document_134833,31
Document_78386,31
Document_65295,28
Document_69416,27
Document_60493,26
Document_115264,8
Document_89556,25
Document_127076,18
Document_37727,5
Document_69133,27
Document_4326,0
Document_17104,2
Document_111188,15
Document_27668,22
Document_115655,13
Document_66929,28
Document_104030,19
Document_53044,21
Document_68851,27
Document_76258,29
Document_37307,18
Document_27708,41
Document_47004,41
Document_71071,23
Document_115200,41
Document_29808,17
Document_111107,12
Document_17473,7
Document_67407,23
Document_118904,9
Document_108691,41
Document_78207,31
Document_40256,0
Document_77159,20
Document_9192,3
Document_8182,39
Document_81774,32
Document_44554,13
Document_92473,8
Document_64321,28
Document_113964,15
Document_61138,20
Document_47455,20
Document_95647,21
Document_24681,20
Document_129761,31
Document_55984,24
Document_74599,30
Document_4867,17
Document_64657,6
Document_106841,19
Document_125264,16
Document_30487,37
Document_89194,21
Document_136620,40
Document_96768,10
Document_26033,39
Document_141609,12
Document_5509,0
Document_42385,39
Document_37495,18
Document_64388,28
Document_129876,5
Document_74718,30
Document_129990,5
Document_66663,28
Document_14713,6
Document_69456,27
Document_4437,0
Document_58411,25
Document_47529,21
Document_63904,28
Document_125465,16
Document_145679,42
Document_44477,40
Document_135728,32
Document_85978,41
Document_11710,41
Document_31994,41
Document_10230,41
Document_132190,2
Document_98865,9
Document_101281,39
Document_39683,20
Document_144272,36
Document_142147,13
Document_19960,21
Document_25308,2
Document_32246,25
Document_101381,37
Document_97587,10
Document_146673,5
Document_136186,26
Document_118273,16
Document_99538,11
Document_7629,3
Document_7292,3
Document_113629,15
Document_13521,5
Document_32068,20
Document_74696,30
Document_49612,22
Document_146497,36
Document_4743,0
Document_77417,20
Document_30207,41
Document_4946,0
Document_29656,37
Document_73785,30
Document_103981,32
Document_93267,8
Document_31233,37
Document_95240,11
Document_139827,36
Document_41732,39
Document_81598,27
Document_2705,38
Document_119954,29
Document_121098,11
Document_100619,16
Document_143451,42
Document_118305,10
Document_17349,7
Document_102570,41
Document_65578,28
Document_88797,35
Document_42440,39
Document_49485,22
Document_142926,31
Document_36967,3
Document_89313,20
Document_22828,18
Document_29088,37
Document_13024,5
Document_93066,8
Document_80082,32
Document_131351,4
Document_19500,17
Document_48842,33
Document_145171,42
Document_31040,37
Document_10412,5
Document_131415,5
Document_139802,36
Document_9227,3
Document_103814,41
Document_51860,21
Document_81832,41
Document_19923,18
Document_11642,4
Document_84299,33
Document_23042,18
Document_78691,30
Document_28678,14
Document_5936,1
Document_49717,22
Document_134259,1
Document_959,18
Document_23613,18
Document_47558,20
Document_128897,13
Document_139489,36
Document_50350,23
Document_5518,0
Document_61824,41
Document_82038,32
Document_142423,8
Document_121151,31
Document_90049,21
Document_121654,11
Document_56777,19
Document_40230,0
Document_46692,5
Document_102228,0
Document_100741,41
Document_84571,33
Document_67694,41
Document_127516,18
Document_36300,26
Document_129859,5
Document_31649,37
Document_35509,18
Document_48385,28
Document_105355,40
Document_136652,0
Document_59876,17
Document_100866,40
Document_33288,38
Document_23992,19
Document_57752,25
Document_39539,18
Document_28979,8
Document_131512,4
Document_107117,41
Document_126781,5
Document_103950,20
Document_14064,2
Document_106767,17
Document_92624,8
Document_114117,15
Document_44505,41
Document_136195,18
Document_132175,4
Document_126558,4
Document_82177,41
Document_125985,16
Document_107074,0
Document_66214,26
Document_98208,9
Document_121161,31
Document_54262,24
Document_58210,25
Document_24780,33
Document_32573,38
Document_25344,3
Document_51922,21
Document_69936,6
Document_119959,22
Document_15536,6
Document_109798,4
Document_77919,41
Document_142319,13
Document_48201,21
Document_82551,26
Document_6580,18
Document_142992,42
Document_115519,41
Document_21251,17
Document_35422,18
Document_107358,25
Document_77974,31
Document_18549,7
Document_104237,19
Document_87617,35
Document_29012,5
Document_127096,41
Document_15016,7
Document_31443,37
Document_110462,13
Document_47505,20
Document_18921,7
Document_122319,10
Document_80705,32
Document_11841,5
Document_5802,18
Document_120320,20
Document_52856,21
Document_39615,20
Document_19095,2
Document_84005,33
Document_37226,3
Document_63320,26
Document_24381,20
Document_79963,5
Document_30202,41
Document_48880,21
Document_115917,8
Document_11578,4
Document_139850,36
Document_93142,8
Document_89301,35
Document_68105,27
Document_123406,14
Document_128712,0
Document_71869,14
Document_124471,21
Document_46661,41
Document_135471,42
Document_90915,35
Document_74063,30
Document_27360,0
Document_145281,42
Document_48411,41
Document_111842,16
Document_41638,39
Document_1340,20
Document_99981,18
Document_145220,42
Document_5375,0
Document_6282,1
Document_107090,3
Document_6788,0
Document_45663,41
Document_73915,30
Document_137833,9
Document_62217,19
Document_118607,13
Document_116198,10
Document_9848,4
Document_106339,5
Document_15300,6
Document_76189,29
Document_46654,20
Document_80469,32
Document_138118,31
Document_57095,22
Document_85894,34
Document_62164,19
Document_60375,37
Document_34388,38
Document_96718,40
Document_90965,19
Document_59760,31
Document_57812,25
Document_72757,25
Document_68132,27
Document_43995,39
Document_25809,3
Document_148503,5
Document_64254,28
Document_97741,10
Document_129567,12
Document_132726,3
Document_29488,37
Document_26997,39
Document_119303,12
Document_106912,40
Document_108597,23
Document_38989,17
Document_66461,28
Document_67921,27
Document_11771,5
Document_30900,26
Document_35628,19
Document_7148,3
Document_38926,22
Document_10227,41
Document_111951,10
Document_132277,3
Document_90619,21
Document_62538,28
Document_147481,36
Document_29780,37
Document_119910,29
Document_98372,9
Document_120586,14
Document_140945,17
Document_146648,39
Document_99872,10
Document_23820,19
Document_70621,12
Document_77935,31
Document_29145,8
Document_136224,42
Document_51537,23
Document_105872,12
Document_2109,1
Document_115253,12
Document_115699,11
Document_83241,32
Document_61194,20
Document_137678,11
Document_115533,13
Document_11024,4
Document_6003,1
Document_72599,25
Document_109152,42
Document_115120,41
Document_27468,25
Document_67994,27
Document_115041,10
Document_140064,19
Document_42546,39
Document_104347,20
Document_126388,0
Document_110328,0
Document_23133,41
Document_85038,34
Document_101921,30
Document_69901,28
Document_76162,29
Document_4353,0
Document_27115,3
Document_68453,27
Document_30588,37
Document_103610,20
Document_90907,35
Document_131020,23
Document_48222,21
Document_80633,32
Document_142576,10
Document_147136,36
Document_61803,19
Document_58496,25
Document_21798,17
Document_50451,23
Document_82859,41
Document_66131,28
Document_127158,3
Document_100024,21
Document_84418,33
Document_22980,38
Document_77411,20
Document_46892,20
Document_31374,41
Document_73516,25
Document_122204,2
Document_75213,30
Document_38229,20
Document_6161,1
Document_41073,39
Document_57504,25
Document_43478,0
Document_88897,35
Document_87563,25
Document_124894,40
Document_101480,0
Document_96700,15
Document_135640,4
Document_92977,8
Document_85251,34
Document_29022,27
Document_36978,4
Document_16784,7
Document_124575,10
Document_127325,22
Document_89020,21
Document_94991,8
Document_28099,22
Document_118550,5
Document_39307,19
Document_10675,4
Document_84260,33
Document_77137,33
Document_94197,13
Document_98568,9
Document_8031,39
Document_44487,40
Document_144354,42
Document_29223,37
Document_27528,26
Document_20357,17
Document_98955,8
Document_126644,2
Document_13983,6
Document_142647,13
Document_1899,0
Document_103636,20
Document_34385,38
Document_135900,41
Document_93416,30
Document_93020,8
Document_46201,20
Document_71734,14
Document_120789,41
Document_135196,40
Document_96702,12
Document_37010,2
Document_39175,20
Document_89220,25
Document_59296,26
Document_81860,0
Document_136337,18
Document_45478,20
Document_21646,17
Document_32605,38
Document_25190,3
Document_48401,21
Document_4693,0
Document_123885,10
Document_99213,9
Document_13835,2
Document_85120,30
Document_75989,29
Document_67094,19
Document_55039,19
Document_81552,32
Document_109941,25
Document_30517,37
Document_143393,36
Document_44896,18
Document_145943,42
Document_134233,5
Document_105293,41
Document_89869,35
Document_10027,6
Document_67363,28
Document_77199,21
Document_76274,29
Document_10859,4
Document_142679,11
Document_124131,41
Document_97880,10
Document_101443,10
Document_15117,7
Document_82191,32
Document_65302,28
Document_58561,25
Document_92140,14
Document_96519,2
Document_80789,32
Document_92343,8
Document_58695,21
Document_47929,35
Document_68234,27
Document_30667,37
Document_34692,19
Document_42608,39
Document_141572,34
Document_13789,6
Document_12652,5
Document_135538,40
Document_99002,9
Document_21266,17
Document_144433,42
Document_17866,7
Document_92394,8
Document_39581,19
Document_67100,28
Document_32239,19
Document_62884,26
Document_144711,42
Document_12417,5
Document_121414,12
Document_121849,0
Document_118167,16
Document_109775,0
Document_138233,32
Document_39709,19
Document_91060,28
Document_106933,37
Document_47354,22
Document_71863,14
Document_74412,30
Document_19743,17
Document_135111,40
Document_53480,20
Document_83655,33
Document_11918,5
Document_20367,17
Document_47554,20
Document_26263,3
Document_5332,0
Document_30964,41
Document_50847,23
Document_131313,4
Document_34237,38
Document_125528,16
Document_77488,33
Document_8785,3
Document_136300,42
Document_9913,2
Document_139678,42
Document_131883,5
Document_38274,41
Document_130247,5
Document_28345,5
Document_9768,4
Document_98088,32
Document_23497,18
Document_121779,12
Document_84191,34
Document_35224,41
Document_16519,7
Document_39659,20
Document_389,18
Document_139947,42
Document_79127,32
Document_114140,15
Document_7018,3
Document_13885,6
Document_62214,19
Document_12157,41
Document_130028,5
Document_68885,27
Document_40047,0
Document_17397,7
Document_44164,39
Document_96077,21
Document_71621,14
Document_124430,31
Document_57739,25
Document_136102,38
Document_57367,25
Document_27742,41
Document_15964,7
Document_81248,32
Document_102380,3
Document_71776,14
Document_135213,18
Document_94843,8
Document_121474,3
Document_73620,25
Document_120136,29
Document_50953,21
Document_34221,38
Document_98977,41
Document_144290,42
Document_46915,20
Document_11509,4
Document_48616,28
Document_36008,20
Document_56546,25
Document_86430,20
Document_112797,0
Document_106453,41
Document_65636,28
Document_41808,39
Document_41860,39
